Reference Area,Reference Period,Indicator,Sex,Measure Type,Value
Scotland,2017,Summary activity levels: Meets recommendations,All,95% Upper Confidence Limit,67.2
Scotland,2017,Summary activity levels: Meets recommendations,Female,Percent,60
Scotland,2017,Summary activity levels: Meets recommendations,Female,95% Lower Confidence Limit,57.4
Scotland,2017,Summary activity levels: Meets recommendations,Female,95% Upper Confidence Limit,62.2
Scotland,2017,Summary activity levels: Meets recommendations,Male,Percent,71
Scotland,2017,Summary activity levels: Meets recommendations,Male,95% Lower Confidence Limit,68.2
Scotland,2017,Summary activity levels: Meets recommendations,Male,95% Upper Confidence Limit,73.6
Scotland,2017,Summary activity levels: Some activity,All,Percent,11
Scotland,2017,Summary activity levels: Some activity,All,95% Lower Confidence Limit,9.4
Scotland,2017,Summary activity levels: Some activity,All,95% Upper Confidence Limit,11.7
Scotland,2017,Summary activity levels: Some activity,Female,Percent,12
Scotland,2017,Summary activity levels: Some activity,Female,95% Lower Confidence Limit,10.6
Scotland,2017,Summary activity levels: Some activity,Female,95% Upper Confidence Limit,13.7
Scotland,2017,Summary activity levels: Some activity,Male,Percent,9
Scotland,2017,Summary activity levels: Some activity,Male,95% Lower Confidence Limit,7.3
Scotland,2017,Summary activity levels: Some activity,Male,95% Upper Confidence Limit,10.5
Scotland,2017,Summary activity levels: Very low activity,All,Percent,20
Scotland,2017,Summary activity levels: Very low activity,All,95% Lower Confidence Limit,18.5
Scotland,2017,Summary activity levels: Very low activity,All,95% Upper Confidence Limit,21.9
Scotland,2017,Summary activity levels: Very low activity,Female,Percent,23
Scotland,2017,Summary activity levels: Very low activity,Female,95% Lower Confidence Limit,21.1
Scotland,2017,Summary activity levels: Very low activity,Female,95% Upper Confidence Limit,25.3
Scotland,2017,Summary activity levels: Very low activity,Male,Percent,17
Scotland,2017,Summary activity levels: Very low activity,Male,95% Lower Confidence Limit,14.8
Scotland,2017,Summary activity levels: Very low activity,Male,95% Upper Confidence Limit,19
Scotland,2017,Thinks would need dental treatment: No,All,Percent,65
Scotland,2017,Thinks would need dental treatment: No,All,95% Lower Confidence Limit,63.4
Scotland,2017,Thinks would need dental treatment: No,All,95% Upper Confidence Limit,67.5
Scotland,2017,Thinks would need dental treatment: No,Female,Percent,68
Scotland,2017,Thinks would need dental treatment: No,Female,95% Lower Confidence Limit,65.9
Scotland,2017,Thinks would need dental treatment: No,Female,95% Upper Confidence Limit,70.7
Scotland,2017,Thinks would need dental treatment: No,Male,Percent,62
Scotland,2017,Thinks would need dental treatment: No,Male,95% Lower Confidence Limit,59.3
Scotland,2017,Thinks would need dental treatment: No,Male,95% Upper Confidence Limit,65.5
Scotland,2017,Thinks would need dental treatment: No natural teeth,All,Percent,8
Scotland,2017,Thinks would need dental treatment: No natural teeth,All,95% Lower Confidence Limit,7
Scotland,2017,Thinks would need dental treatment: No natural teeth,All,95% Upper Confidence Limit,9
Scotland,2017,Thinks would need dental treatment: No natural teeth,Female,Percent,10
Scotland,2017,Thinks would need dental treatment: No natural teeth,Female,95% Lower Confidence Limit,8.5
Scotland,2017,Thinks would need dental treatment: No natural teeth,Female,95% Upper Confidence Limit,11.1
Scotland,2017,Thinks would need dental treatment: No natural teeth,Male,Percent,6
Scotland,2017,Thinks would need dental treatment: No natural teeth,Male,95% Lower Confidence Limit,4.8
Scotland,2017,Thinks would need dental treatment: No natural teeth,Male,95% Upper Confidence Limit,7.5
Scotland,2017,Thinks would need dental treatment: Yes,All,Percent,27
Scotland,2017,Thinks would need dental treatment: Yes,All,95% Lower Confidence Limit,24.6
Scotland,2017,Thinks would need dental treatment: Yes,All,95% Upper Confidence Limit,28.4
Scotland,2017,Thinks would need dental treatment: Yes,Female,Percent,22
Scotland,2017,Thinks would need dental treatment: Yes,Female,95% Lower Confidence Limit,19.8
Scotland,2017,Thinks would need dental treatment: Yes,Female,95% Upper Confidence Limit,24.1
Scotland,2017,Thinks would need dental treatment: Yes,Male,Percent,31
Scotland,2017,Thinks would need dental treatment: Yes,Male,95% Lower Confidence Limit,28.5
Scotland,2017,Thinks would need dental treatment: Yes,Male,95% Upper Confidence Limit,34.4
Scotland,2017,Toothache/mouth pain in last month: No,All,Percent,81
Scotland,2017,Toothache/mouth pain in last month: No,All,95% Lower Confidence Limit,79.8
Scotland,2017,Toothache/mouth pain in last month: No,All,95% Upper Confidence Limit,82.7
Scotland,2017,Toothache/mouth pain in last month: No,Female,Percent,79
Scotland,2017,Toothache/mouth pain in last month: No,Female,95% Lower Confidence Limit,76.9
Scotland,2017,Toothache/mouth pain in last month: No,Female,95% Upper Confidence Limit,80.8
Scotland,2017,Toothache/mouth pain in last month: No,Male,Percent,84
Scotland,2017,Toothache/mouth pain in last month: No,Male,95% Lower Confidence Limit,81.6
Scotland,2017,Toothache/mouth pain in last month: No,Male,95% Upper Confidence Limit,86.1
Scotland,2017,Toothache/mouth pain in last month: No natural teeth,All,Percent,8
Scotland,2017,Toothache/mouth pain in last month: No natural teeth,All,95% Lower Confidence Limit,7
Scotland,2017,Toothache/mouth pain in last month: No natural teeth,All,95% Upper Confidence Limit,9
Scotland,2017,Toothache/mouth pain in last month: No natural teeth,Female,Percent,10
Scotland,2017,Toothache/mouth pain in last month: No natural teeth,Female,95% Lower Confidence Limit,8.4
Scotland,2017,Toothache/mouth pain in last month: No natural teeth,Female,95% Upper Confidence Limit,11
Scotland,2017,Toothache/mouth pain in last month: No natural teeth,Male,Percent,6
Scotland,2017,Toothache/mouth pain in last month: No natural teeth,Male,95% Lower Confidence Limit,4.8
Scotland,2017,Toothache/mouth pain in last month: No natural teeth,Male,95% Upper Confidence Limit,7.5
Scotland,2017,Toothache/mouth pain in last month: Yes,All,Percent,11
Scotland,2017,Toothache/mouth pain in last month: Yes,All,95% Lower Confidence Limit,9.5
Scotland,2017,Toothache/mouth pain in last month: Yes,All,95% Upper Confidence Limit,12
Scotland,2017,Toothache/mouth pain in last month: Yes,Female,Percent,11
Scotland,2017,Toothache/mouth pain in last month: Yes,Female,95% Lower Confidence Limit,9.7
Scotland,2017,Toothache/mouth pain in last month: Yes,Female,95% Upper Confidence Limit,13.1
Scotland,2017,Toothache/mouth pain in last month: Yes,Male,Percent,10
Scotland,2017,Toothache/mouth pain in last month: Yes,Male,95% Lower Confidence Limit,8.1
Scotland,2017,Toothache/mouth pain in last month: Yes,Male,95% Upper Confidence Limit,12
Scotland,2018,Any cardiovascular condition: Has a cardiovascular condition,All,Percent,16
Scotland,2018,Any cardiovascular condition: Has a cardiovascular condition,All,95% Lower Confidence Limit,14.7
Scotland,2018,Any cardiovascular condition: Has a cardiovascular condition,All,95% Upper Confidence Limit,17.1
Scotland,2018,Any cardiovascular condition: Has a cardiovascular condition,Female,Percent,16
Scotland,2018,Any cardiovascular condition: Has a cardiovascular condition,Female,95% Lower Confidence Limit,14.3
Scotland,2018,Any cardiovascular condition: Has a cardiovascular condition,Female,95% Upper Confidence Limit,17.2
Scotland,2018,Any cardiovascular condition: Has a cardiovascular condition,Male,Percent,16
Scotland,2018,Any cardiovascular condition: Has a cardiovascular condition,Male,95% Lower Confidence Limit,14.2
Scotland,2018,Any cardiovascular condition: Has a cardiovascular condition,Male,95% Upper Confidence Limit,17.8
Scotland,2018,Any cardiovascular condition: No cardiovascular condition,All,Percent,84
Scotland,2018,Any cardiovascular condition: No cardiovascular condition,All,95% Lower Confidence Limit,82.9
Scotland,2018,Any cardiovascular condition: No cardiovascular condition,All,95% Upper Confidence Limit,85.3
Scotland,2018,Any cardiovascular condition: No cardiovascular condition,Female,Percent,84
Scotland,2018,Any cardiovascular condition: No cardiovascular condition,Female,95% Lower Confidence Limit,82.8
Scotland,2018,Any cardiovascular condition: No cardiovascular condition,Female,95% Upper Confidence Limit,85.7
Scotland,2018,Any cardiovascular condition: No cardiovascular condition,Male,Percent,84
Scotland,2018,Any cardiovascular condition: No cardiovascular condition,Male,95% Lower Confidence Limit,82.2
Scotland,2018,Any cardiovascular condition: No cardiovascular condition,Male,95% Upper Confidence Limit,85.8
Scotland,2018,Doctor-diagnosed asthma (children): No,All,Percent,92
Scotland,2018,Doctor-diagnosed asthma (children): No,All,95% Lower Confidence Limit,90.2
Scotland,2018,Doctor-diagnosed asthma (children): No,All,95% Upper Confidence Limit,93
Scotland,2018,Doctor-diagnosed asthma (children): No,Female,Percent,93
Scotland,2018,Doctor-diagnosed asthma (children): No,Female,95% Lower Confidence Limit,90.7
Scotland,2018,Doctor-diagnosed asthma (children): No,Female,95% Upper Confidence Limit,94.7
Scotland,2018,Doctor-diagnosed asthma (children): No,Male,Percent,91
Scotland,2018,Doctor-diagnosed asthma (children): No,Male,95% Lower Confidence Limit,88.8
Scotland,2018,Doctor-diagnosed asthma (children): No,Male,95% Upper Confidence Limit,92.4
Scotland,2018,Doctor-diagnosed asthma (children): Yes,All,Percent,8
Scotland,2018,Doctor-diagnosed asthma (children): Yes,All,95% Lower Confidence Limit,7
Scotland,2018,Doctor-diagnosed asthma (children): Yes,All,95% Upper Confidence Limit,9.8
Scotland,2018,Doctor-diagnosed asthma (children): Yes,Female,Percent,7
Scotland,2018,Doctor-diagnosed asthma (children): Yes,Female,95% Lower Confidence Limit,5.3
Scotland,2018,Doctor-diagnosed asthma (children): Yes,Female,95% Upper Confidence Limit,9.3
Scotland,2018,Doctor-diagnosed asthma (children): Yes,Male,Percent,9
Scotland,2018,Doctor-diagnosed asthma (children): Yes,Male,95% Lower Confidence Limit,7.6
Scotland,2018,Doctor-diagnosed asthma (children): Yes,Male,95% Upper Confidence Limit,11.2
Scotland,2018,Doctor-diagnosed asthma: No,All,Percent,83
Scotland,2018,Doctor-diagnosed asthma: No,All,95% Lower Confidence Limit,81.5
Scotland,2018,Doctor-diagnosed asthma: No,All,95% Upper Confidence Limit,84.4
Scotland,2018,Doctor-diagnosed asthma: No,Female,Percent,83
Scotland,2018,Doctor-diagnosed asthma: No,Female,95% Lower Confidence Limit,81.3
Scotland,2018,Doctor-diagnosed asthma: No,Female,95% Upper Confidence Limit,84.4
Scotland,2018,Doctor-diagnosed asthma: No,Male,Percent,83
Scotland,2018,Doctor-diagnosed asthma: No,Male,95% Lower Confidence Limit,80.8
Scotland,2018,Doctor-diagnosed asthma: No,Male,95% Upper Confidence Limit,85.3
Scotland,2018,Doctor-diagnosed asthma: Yes,All,Percent,17
Scotland,2018,Doctor-diagnosed asthma: Yes,All,95% Lower Confidence Limit,15.6
Scotland,2018,Doctor-diagnosed asthma: Yes,All,95% Upper Confidence Limit,18.5
Scotland,2018,Doctor-diagnosed asthma: Yes,Female,Percent,17
Scotland,2018,Doctor-diagnosed asthma: Yes,Female,95% Lower Confidence Limit,15.6
Scotland,2018,Doctor-diagnosed asthma: Yes,Female,95% Upper Confidence Limit,18.7
Scotland,2018,Doctor-diagnosed asthma: Yes,Male,Percent,17
Scotland,2018,Doctor-diagnosed asthma: Yes,Male,95% Lower Confidence Limit,14.7
Scotland,2018,Doctor-diagnosed asthma: Yes,Male,95% Upper Confidence Limit,19.2
Scotland,2018,Fruit & vegetable consumption (children): 5 portions or more,All,Percent,15
Scotland,2018,Fruit & vegetable consumption (children): 5 portions or more,All,95% Lower Confidence Limit,13
Scotland,2018,Fruit & vegetable consumption (children): 5 portions or more,All,95% Upper Confidence Limit,17.3
Scotland,2018,Fruit & vegetable consumption (children): 5 portions or more,Female,Percent,15
Scotland,2018,Fruit & vegetable consumption (children): 5 portions or more,Female,95% Lower Confidence Limit,11.7
Scotland,2018,Fruit & vegetable consumption (children): 5 portions or more,Female,95% Upper Confidence Limit,17.5
Scotland,2018,Fruit & vegetable consumption (children): 5 portions or more,Male,Percent,16
Scotland,2018,Fruit & vegetable consumption (children): 5 portions or more,Male,95% Lower Confidence Limit,13
Scotland,2018,Fruit & vegetable consumption (children): 5 portions or more,Male,95% Upper Confidence Limit,18.3
Scotland,2018,Fruit & vegetable consumption (children): Less than 5 portions,All,Percent,75
Scotland,2018,Fruit & vegetable consumption (children): Less than 5 portions,All,95% Lower Confidence Limit,72.2
Scotland,2018,Fruit & vegetable consumption (children): Less than 5 portions,All,95% Upper Confidence Limit,77.3
Scotland,2018,Fruit & vegetable consumption (children): Less than 5 portions,Female,Percent,76
Scotland,2018,Fruit & vegetable consumption (children): Less than 5 portions,Female,95% Lower Confidence Limit,72.8
Scotland,2018,Fruit & vegetable consumption (children): Less than 5 portions,Female,95% Upper Confidence Limit,79.9
Scotland,2018,Fruit & vegetable consumption (children): Less than 5 portions,Male,Percent,73
Scotland,2018,Fruit & vegetable consumption (children): Less than 5 portions,Male,95% Lower Confidence Limit,70.1
Scotland,2018,Fruit & vegetable consumption (children): Less than 5 portions,Male,95% Upper Confidence Limit,76.5
Scotland,2018,Fruit & vegetable consumption (children): None,All,Percent,10
Scotland,2018,Fruit & vegetable consumption (children): None,All,95% Lower Confidence Limit,8.3
Scotland,2018,Fruit & vegetable consumption (children): None,All,95% Upper Confidence Limit,11.9
Scotland,2018,Fruit & vegetable consumption (children): None,Female,Percent,9
Scotland,2018,Fruit & vegetable consumption (children): None,Female,95% Lower Confidence Limit,6.6
Scotland,2018,Fruit & vegetable consumption (children): None,Female,95% Upper Confidence Limit,11.4
Scotland,2018,Fruit & vegetable consumption (children): None,Male,Percent,11
Scotland,2018,Fruit & vegetable consumption (children): None,Male,95% Lower Confidence Limit,8.8
Scotland,2018,Fruit & vegetable consumption (children): None,Male,95% Upper Confidence Limit,13.4
Scotland,2018,Gum bleeding: No,All,Percent,64
Scotland,2018,Gum bleeding: No,All,95% Lower Confidence Limit,62
Scotland,2018,Gum bleeding: No,All,95% Upper Confidence Limit,65.8
Scotland,2018,Gum bleeding: No,Female,Percent,63
